Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which has more rainfall, and thus more [MASK], Albacete or Salt
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Tacotalpa
",humid,humid,fertile,rainfall,abundant,rain
"Which has more rainfall, and thus more [MASK], Albacete or Warman
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Manzanillo
",humid,humid,fertile,rainfall,rain,altitude
"Which has more rainfall, and thus more [MASK], Albacete or Matsuyama
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Magetobria
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Samborondón
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Ecbatana
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Ayacucho
",humid,humid,fertile,rainfall,abundant,rain
"Which has more rainfall, and thus more [MASK], Albacete or Newport
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Kayanza
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Aizuwakamatsu
",humid,humid,fertile,rain,rainfall,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Hippana
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Of
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Chulucanas
",humid,humid,fertile,rainfall,abundant,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Hiroshima
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Chaguanas
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Outjo
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Armagh
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Samsun
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Analaroa
",humid,humid,fertile,rainfall,abundant,rain
"Which has more rainfall, and thus more [MASK], Albacete or Dolores
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Perico
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Bartica
",humid,humid,fertile,rainfall,rain,altitude
"Which has more rainfall, and thus more [MASK], Albacete or Brwinów
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Algiers
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Dokimeion
",humid,humid,fertile,rainfall,precipitation,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Rodríguez
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Lampa
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Carora
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Acalayong
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Edmonton
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Esik
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Ju
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Taounate
",humid,humid,fertile,rainfall,arid,rain
"Which has more rainfall, and thus more [MASK], Albacete or Asahikawa
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Plymouth
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Horten
",humid,humid,fertile,rainfall,precipitation,rain
"Which has more rainfall, and thus more [MASK], Albacete or Guayaramerín
",humid,humid,rainfall,fertile,rain,mountainous
"Which has more rainfall, and thus more [MASK], Albacete or Ōiso
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Tank
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Mboro
",humid,humid,fertile,rainfall,abundant,rain
"Which has more rainfall, and thus more [MASK], Albacete or Massawa
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Tianjing
",humid,humid,fertile,rain,rainfall,mountainous
"Which has more rainfall, and thus more [MASK], Albacete or Somero
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Laakirchen
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Paurito
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Bangalore
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Metangula
",humid,humid,fertile,rainfall,abundant,soil
"Which has more rainfall, and thus more [MASK], Albacete or Yaypan
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Kufa
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Irapuato
",humid,humid,fertile,rainfall,abundant,rain
"Which has more rainfall, and thus more [MASK], Albacete or Cataluña
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Emery
",humid,humid,fertile,rainfall,rain,soils
"Which has more rainfall, and thus more [MASK], Albacete or Campbell
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Antwerp
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Kemise
",humid,humid,fertile,rainfall,precipitation,rain
"Which has more rainfall, and thus more [MASK], Albacete or Manfalut
",humid,humid,fertile,rainfall,precipitation,rain
"Which has more rainfall, and thus more [MASK], Albacete or Holguín
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Ica
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Kōchi
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Palermo
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Tijuana
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Acarigua
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Albacete or Gracias
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Enoch
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Hirosaki
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Constantinople
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Ruacana
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Kong
",humid,humid,fertile,rainfall,rain,soil
"Which has more rainfall, and thus more [MASK], Albacete or Salem
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Ancuabe
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Harasta
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Albacete or Kagoshima
",humid,humid,fertile,rainfall,rain,mountainous
"Which has more rainfall, and thus more [MASK], Albacete or Zawichost
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Albacete or Sur
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Zacatecas or Aizuwakamatsu
",humid,humid,valleys,rainfall,forests,precipitation
"Which has more rainfall, and thus more [MASK], Fayid or Chatham-Kent
",humid,humid,fertile,rainfall,arid,rain
"Which has more rainfall, and thus more [MASK], Fayid or Sancos
",humid,humid,rainfall,fertile,abundant,arid
"Which has more rainfall, and thus more [MASK], Fayid or Zacatecas
",humid,humid,fertile,rainfall,rain,arid
"Which has more rainfall, and thus more [MASK], Warman or Chatham-Kent
",humid,humid,fertile,arid,rainfall,rain
"Which has more rainfall, and thus more [MASK], Warman or Sancos
",humid,humid,rainfall,rain,fertile,precipitation
"Which has more rainfall, and thus more [MASK], Warman or Zacatecas
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Manzanillo or Chatham-Kent
",humid,humid,rain,rainfall,fertile,precipitation
"Which has more rainfall, and thus more [MASK], Ayacucho or Chatham-Kent
",humid,humid,abundant,rainfall,rain,fertile
"Which has more rainfall, and thus more [MASK], Ayacucho or Albacete
",humid,humid,rainfall,fertile,abundant,rain
"Which has more rainfall, and thus more [MASK], Chulucanas or Chatham-Kent
",humid,humid,fertile,rainfall,rivers,arid
"Which has more rainfall, and thus more [MASK], Chulucanas or Albacete
",humid,humid,fertile,rainfall,abundant,precipitation
"Which has more rainfall, and thus more [MASK], bastide or Zacatecas
",humid,humid,rainfall,fertile,precipitation,rain
"Which has more rainfall, and thus more [MASK], Nakano or Chatham-Kent
",humid,humid,rainfall,rain,fertile,precipitation
"Which has more rainfall, and thus more [MASK], Nakano or Zacatecas
",humid,humid,rainfall,precipitation,fertile,rain
"Which has more rainfall, and thus more [MASK], Calabozo or Chatham-Kent
",humid,humid,rain,rainfall,fertile,arid
"Which has more rainfall, and thus more [MASK], Lubraniec or Chatham-Kent
",humid,humid,arid,fertile,rainfall,precipitation
"Which has more rainfall, and thus more [MASK], Lubraniec or Zacatecas
",humid,humid,fertile,mountainous,populated,rainfall
"Which has more rainfall, and thus more [MASK], Lubraniec or Tacotalpa
",humid,humid,rainfall,fertile,precipitation,abundant
"Which has more rainfall, and thus more [MASK], Lubraniec or Matsuyama
",humid,humid,rainfall,precipitation,rain,snow
"Which has more rainfall, and thus more [MASK], Lubraniec or Newport
",humid,humid,rainfall,precipitation,snow,rain
"Which has more rainfall, and thus more [MASK], Lubraniec or Aizuwakamatsu
",humid,humid,rainfall,precipitation,rain,abundant
"Which has more rainfall, and thus more [MASK], Lubraniec or Hiroshima
",humid,humid,rainfall,precipitation,snow,rain
"Which has more rainfall, and thus more [MASK], Lubraniec or Algiers
",humid,humid,rainfall,precipitation,snow,rain
"Which has more rainfall, and thus more [MASK], Lubraniec or Edmonton
",humid,humid,rainfall,precipitation,snow,rain
"Which has more rainfall, and thus more [MASK], Lubraniec or Taounate
",humid,humid,precipitation,rainfall,mountainous,fertile
"Which has more rainfall, and thus more [MASK], Lubraniec or Plymouth
",humid,humid,rainfall,precipitation,snow,rain
"Which has more rainfall, and thus more [MASK], Lubraniec or Bangalore
",humid,humid,rainfall,precipitation,snow,rain
"Which has more rainfall, and thus more [MASK], Lubraniec or Constantinople
",humid,humid,rainfall,precipitation,snow,rain
"Which has more rainfall, and thus more [MASK], Lubraniec or Kagoshima
",humid,humid,mountainous,precipitation,snow,rainfall
"Which has more rainfall, and thus more [MASK], Antanetikely or Chatham-Kent
",humid,humid,fertile,rainfall,precipitation,arid
"Which has more rainfall, and thus more [MASK], Antanetikely or Zacatecas
",humid,humid,rainfall,fertile,precipitation,populated
"Which has more rainfall, and thus more [MASK], Pogradec or Chatham-Kent
",humid,humid,fertile,arid,rainfall,precipitation
"Which has more rainfall, and thus more [MASK], Pogradec or Sancos
",humid,humid,fertile,rainfall,precipitation,rain
"Which has more rainfall, and thus more [MASK], Pogradec or Zacatecas
",humid,humid,rainfall,fertile,precipitation,rain
"Which has more rainfall, and thus more [MASK], Pogradec or Taounate
",humid,humid,rainfall,fertile,precipitation,abundant
"Which has more rainfall, and thus more [MASK], Masally or Zacatecas
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Masally or Ayacucho
",humid,humid,fertile,rainfall,rain,precipitation
"Which has more rainfall, and thus more [MASK], Monywa or Zacatecas
",humid,humid,rainfall,fertile,precipitation,rain
"Which has more rainfall, and thus more [MASK], Chinhoyi or Zacatecas
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Horten or Chatham-Kent
",humid,humid,fertile,snow,rain,rainfall
"Which has more rainfall, and thus more [MASK], Horten or Zacatecas
",humid,humid,rainfall,fertile,rain,valleys
"Which has more rainfall, and thus more [MASK], Horten or Ayacucho
",humid,humid,rain,fertile,rainfall,abundant
"Which has more rainfall, and thus more [MASK], Guayaramerín or Chatham-Kent
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Ōiso or Chatham-Kent
",humid,humid,rainfall,rain,precipitation,fertile
"Which has more rainfall, and thus more [MASK], Ōiso or Zacatecas
",humid,humid,rainfall,precipitation,rain,fertile
"Which has more rainfall, and thus more [MASK], Ejido or Chatham-Kent
",humid,humid,rain,rainfall,fertile,abundant
"Which has more rainfall, and thus more [MASK], Paurito or Chatham-Kent
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Jaruco or Chatham-Kent
",humid,humid,rainfall,fertile,rain,abundant
"Which has more rainfall, and thus more [MASK], Yaypan or Zacatecas
",humid,humid,rainfall,fertile,precipitation,rain
"Which has more rainfall, and thus more [MASK], Barwani or Zacatecas
",humid,humid,rainfall,fertile,rain,valleys
"Which has more rainfall, and thus more [MASK], Chishtian or Zacatecas
",humid,humid,fertile,rainfall,mountainous,precipitation
"Which has more rainfall, and thus more [MASK], Campbell or Albacete
",humid,humid,rainfall,fertile,rain,precipitation
"Which has more rainfall, and thus more [MASK], Trento or Chatham-Kent
",humid,humid,rainfall,fertile,rain,arid
"Which has more rainfall, and thus more [MASK], Kraksaan or Zacatecas
",humid,humid,rainfall,precipitation,fertile,rain
"Which has more rainfall, and thus more [MASK], Tijuana or Chatham-Kent
",humid,humid,rainfall,fertile,rain,abundant
"Which has more rainfall, and thus more [MASK], Tijuana or Sancos
",humid,humid,rainfall,rain,fertile,beaches
"Which has more rainfall, and thus more [MASK], Tijuana or Albacete
",humid,humid,fertile,rainfall,rain,abundant
"Which has more rainfall, and thus more [MASK], Sur or Zacatecas
",humid,humid,fertile,valleys,rainfall,rivers
