Masked Sentence,Actual,1_Prediction,2_Prediction,3_Prediction,4_Prediction,5_Prediction
"Which is longer, and thus has more [MASK], textile arts tool or Grampo de Barra de Aço Ou Sargento
",length,decorative,specialized,tools,modern,decoration
"Which is longer, and thus has more [MASK], textile arts tool or Grampo de Barra Ou Sargento
",length,decorative,tools,specialized,decoration,modern
"Which is longer, and thus has more [MASK], textile arts tool or Hacksaw with Blade
",length,flexible,flexibility,decorative,complicated,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Hand Saw with Blade
",length,flexible,specialized,versatile,decorative,flexibility
"Which is longer, and thus has more [MASK], textile arts tool or hot glue gun
",length,flexibility,flexible,expensive,tools,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Illumination Software Creator
",length,efficient,specialized,flexibility,flexible,sophisticated
"Which is longer, and thus has more [MASK], textile arts tool or Independent Forest Monitoring
",length,flexible,flexibility,efficient,specialized,tools
"Which is longer, and thus has more [MASK], textile arts tool or Inside and Outside Calipers
",length,tools,flexible,decorative,flexibility,specialized
"Which is longer, and thus has more [MASK], textile arts tool or key to amend wire
",length,flexibility,expensive,flexible,tools,sophisticated
"Which is longer, and thus has more [MASK], textile arts tool or Kit with Chopsticks and Knife- Souvenir Trade
",length,decorative,expensive,elaborate,colorful,ornate
"Which is longer, and thus has more [MASK], textile arts tool or Knife for Chopstick and Knife Kit -Souvenir Trade
",length,expensive,decorative,tools,specialized,flexible
"Which is longer, and thus has more [MASK], textile arts tool or Knife for Kit with Chopsticks and Knife- Souvenir Trade
",length,expensive,decorative,flexible,elaborate,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Knipex pliers wrenches
",length,flexible,complicated,sophisticated,specialized,expensive
"Which is longer, and thus has more [MASK], textile arts tool or Laser line level
",length,flexible,flexibility,specialized,efficient,expensive
"Which is longer, and thus has more [MASK], textile arts tool or Logistics Support System
",length,flexible,specialized,versatile,efficient,sophisticated
"Which is longer, and thus has more [MASK], textile arts tool or L-shaped metal tool
",length,flexible,specialized,expensive,complicated,decorative
"Which is longer, and thus has more [MASK], textile arts tool or match making equipment
",length,expensive,specialized,sophisticated,practical,efficient
"Which is longer, and thus has more [MASK], textile arts tool or matrix screen printing
",length,flexible,efficient,expensive,specialized,advanced
"Which is longer, and thus has more [MASK], textile arts tool or Mesa de Torno
",length,specialized,tools,expensive,decorative,sophisticated
"Which is longer, and thus has more [MASK], textile arts tool or Mesohabitat Simulation Model
",length,specialized,efficient,sophisticated,flexible,complex
"Which is longer, and thus has more [MASK], textile arts tool or Metal tool with eye hole
",length,specialized,flexible,expensive,decorative,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Noah's Ark: Ten Mezzotints by Avati
",length,decorative,elaborate,sophisticated,ornate,colorful
"Which is longer, and thus has more [MASK], textile arts tool or open source hardware
",length,advanced,sophisticated,expensive,flexible,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Paint Box of Vizier Amenemope
",length,specialized,sophisticated,decorative,elaborate,modern
"Which is longer, and thus has more [MASK], textile arts tool or Pair of Chopsticks
",length,decorative,flexible,elaborate,expensive,sophisticated
"Which is longer, and thus has more [MASK], textile arts tool or Palette in the Form of a Fish
",length,flexible,decorative,specialized,flexibility,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Palette in the Form of a Turtle
",length,flexible,decorative,flexibility,specialized,efficient
"Which is longer, and thus has more [MASK], textile arts tool or pan to extend hat
",length,flexible,flexibility,decorative,tools,convenient
"Which is longer, and thus has more [MASK], textile arts tool or Peça Cilíndrica Rosqueada
",length,specialized,decorative,sophisticated,modern,expensive
"Which is longer, and thus has more [MASK], textile arts tool or Personal Composite Instrument
",length,flexible,specialized,efficient,sophisticated,flexibility
"Which is longer, and thus has more [MASK], textile arts tool or Pin for Hat
",length,flexibility,flexible,specialized,efficient,expensive
"Which is longer, and thus has more [MASK], textile arts tool or plug and feather
",length,flexible,tools,flexibility,accessories,decorative
"Which is longer, and thus has more [MASK], textile arts tool or Pointed Bone Tool
",length,flexible,decorative,expensive,sophisticated,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Press cake breakers
",length,expensive,flexible,efficient,specialized,tools
"Which is longer, and thus has more [MASK], textile arts tool or push button applicator
",length,flexible,flexibility,sophisticated,specialized,convenient
"Which is longer, and thus has more [MASK], textile arts tool or Rock Abrasion Tool
",length,flexible,flexibility,efficient,specialized,versatile
"Which is longer, and thus has more [MASK], textile arts tool or Roda de Polir
",length,specialized,decorative,sophisticated,modern,expensive
"Which is longer, and thus has more [MASK], textile arts tool or roll smoke trouble
",length,efficient,flexible,decorative,practical,expensive
"Which is longer, and thus has more [MASK], textile arts tool or Rolo de Correia
",length,decorative,specialized,decoration,modern,expensive
"Which is longer, and thus has more [MASK], textile arts tool or rotary printing press
",length,efficient,flexible,expensive,convenient,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Search and Rescue Transponder
",length,flexible,tools,sophisticated,specialized,flexibility
"Which is longer, and thus has more [MASK], textile arts tool or Serra de Arco
",length,specialized,decorative,expensive,sophisticated,tools
"Which is longer, and thus has more [MASK], textile arts tool or Set of Calligraphers' Tools
",length,decorative,elaborate,sophisticated,specialized,flexible
"Which is longer, and thus has more [MASK], textile arts tool or Set of Engraver's Tools
",length,decorative,expensive,elaborate,sophisticated,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Small bag of tool ends of iron
",length,expensive,flexible,tools,convenient,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Soquete de Pedreiro
",length,specialized,decorative,expensive,decoration,modern
"Which is longer, and thus has more [MASK], textile arts tool or stainless steel soap
",length,expensive,flexible,efficient,plastic,tools
"Which is longer, and thus has more [MASK], textile arts tool or Straw Splitting Tool
",length,tools,flexible,flexibility,specialized,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Talus or Die
",length,tools,flexibility,flexible,specialized,decorative
"Which is longer, and thus has more [MASK], textile arts tool or Tap and die
",length,tools,flexible,flexibility,specialized,tool
"Which is longer, and thus has more [MASK], textile arts tool or Taper insertion pin
",length,flexible,flexibility,convenient,expensive,sophisticated
"Which is longer, and thus has more [MASK], textile arts tool or test pliers hull
",length,sophisticated,specialized,expensive,flexible,efficient
"Which is longer, and thus has more [MASK], textile arts tool or The Wine Aroma Wheel
",length,flexible,flexibility,efficient,expensive,sophisticated
"Which is longer, and thus has more [MASK], textile arts tool or thread die holder
",length,flexible,flexibility,expensive,convenient,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Thumb Rest of a Spear Thrower
",length,elaborate,flexible,decorative,sophisticated,specialized
"Which is longer, and thus has more [MASK], textile arts tool or tick removal tool
",length,specialized,tools,efficient,flexible,flexibility
"Which is longer, and thus has more [MASK], textile arts tool or Tool Used to Illustrate Woodcutting
",length,expensive,efficient,flexible,sophisticated,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Tool Used to Illustrate Woodcutting:  Registration Frame
",length,expensive,sophisticated,efficient,specialized,versatile
"Which is longer, and thus has more [MASK], textile arts tool or Tools Used to Illustrate Woodcutting
",length,expensive,efficient,specialized,sophisticated,flexible
"Which is longer, and thus has more [MASK], textile arts tool or Torno de Precisão
",length,specialized,decorative,sophisticated,modern,flexibility
"Which is longer, and thus has more [MASK], textile arts tool or triple-square screw drive
",length,flexible,efficient,expensive,powerful,complicated
"Which is longer, and thus has more [MASK], textile arts tool or United Nations Guiding Principles on Business and Human Rights
",length,flexible,practical,sophisticated,efficient,specialized
"Which is longer, and thus has more [MASK], textile arts tool or Weight in the Form of a Bull or Cow
",length,decorative,flexible,specialized,sophisticated,flexibility
"Which is longer, and thus has more [MASK], textile arts tool or Weight in the Form of a Hippopotamus Head
",length,specialized,flexible,specialised,elaborate,decorative
"Which is longer, and thus has more [MASK], textile arts tool or Weight in the Form of a Lion
",length,flexible,specialized,flexibility,decorative,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Wire rope hoist
",length,flexible,sophisticated,flexibility,lightweight,efficient
"Which is longer, and thus has more [MASK], textile arts tool or Wooden Writing Tool
",length,flexible,tools,flexibility,specialized,efficient
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or 90-45-45 set square
",length,symmetry,flexibility,edges,dimensions,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Apollo Lunar Surface Drill
",length,flexibility,depth,layers,complexity,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Arco de Pua com Catraca
",length,depth,inhabitants,difficulty,layers,branches
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Arco de Serra
",length,layers,flexibility,depth,complexity,difficulty
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or blind rivetting tool
",length,flexibility,depth,complexity,detail,power
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Bone Awl with Beaded Case
",length,flexibility,layers,depth,flavor,density
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or bow saw blade
",length,flexibility,depth,edges,power,width
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Box of Architectural Instruments
",length,flexibility,complexity,depth,layers,density
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Brace and Bit
",length,flexibility,complexity,layers,flavor,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Broca de Púa
",length,layers,depth,flexibility,flavor,variety
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Bronze cylindrical tool hande
",length,flexibility,complexity,dimensions,tools,detail
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or business management tools
",length,flexibility,complexity,functionality,detail,capabilities
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Case for Chopstick and Knife Kit -Souvenir Trade
",length,flavor,flexibility,layers,depth,variety
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Case for Kit with Chopsticks and Knife - Souvenir Trade
",length,flexibility,flavor,variety,layers,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Catraca de Furar
",length,depth,layers,flavor,flexibility,fruit
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Champagne bottle opener
",length,flexibility,flavor,volume,depth,consistency
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave de Boca
",length,flexibility,complexity,layers,depth,volume
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave de Estiva
",length,flexibility,flavor,fruit,variety,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave de Fenda
",length,flexibility,depth,complexity,layers,difficulty
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave de Mandril
",length,flexibility,depth,layers,complexity,curves
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave de Porca
",length,depth,flexibility,curves,layers,difficulty
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave de Vela
",length,flexibility,depth,layers,complexity,variation
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave para Porca
",length,flexibility,depth,layers,difficulty,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chave para Porcas
",length,flexibility,depth,layers,difficulty,variation
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chopstick and Knife Kit -Souvenir Trade
",length,flavor,layers,flexibility,variety,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chopstick for Chopstick and Knife Kit -Souvenir Trade
",length,flexibility,flavor,depth,layers,variety
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
",length,flexibility,variety,layers,depth,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or combs in Basque mythology
",length,layers,flexibility,complexity,detail,decoration
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or data processors and accessories
",length,flexibility,functionality,power,complexity,processors
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or dead blow hammer
",length,flexibility,complexity,difficulty,power,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or digital media use and mental health
",length,complexity,relevance,depth,flexibility,impact
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Dividers with Regulator
",length,flexibility,complexity,stability,layers,sensitivity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Duck-Billed Axe Head
",length,flexibility,complexity,symmetry,depth,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Ekahau Site Survey
",length,flexibility,depth,complexity,layers,variation
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or electric planer manual
",length,flexibility,power,torque,horsepower,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or electric steam iron
",length,flexibility,power,steam,energy,horsepower
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Espátula de Vidraceiro
",length,depth,flexibility,difficulty,inhabitants,branches
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Esperanto learning tool
",length,flexibility,complexity,functionality,detail,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Essen-Frohnhausen antler device
",length,flexibility,detail,complexity,power,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Fio de Aço
",length,depth,layers,flavor,flexibility,variety
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Fio de Latão
",length,flexibility,depth,layers,flavor,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or fire hose protection ramp
",length,flexibility,protection,power,complexity,efficient
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Flash memory emulator
",length,memory,flexibility,complexity,power,bandwidth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Flint in the Form of a Bird
",length,flexibility,complexity,depth,layers,density
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Fly Casting Analyzer
",length,flexibility,complexity,stability,energy,sensitivity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Fly fishing tackle
",length,depth,fins,flexibility,fish,hooks
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Four-die forging device
",length,flexibility,complexity,power,stability,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Fresa com Eixo
",length,depth,flexibility,layers,difficulty,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Fur skin hammer
",length,flexibility,layers,depth,density,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
",length,flavor,variety,ingredients,variation,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Grampo de Barra de Aço Ou Sargento
",length,depth,difficulty,variation,variety,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Grampo de Barra Ou Sargento
",length,depth,difficulty,variation,variety,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Hacksaw with Blade
",length,flexibility,depth,complexity,difficulty,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Hand Saw with Blade
",length,flexibility,complexity,layers,depth,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or hot glue gun
",length,flexibility,flavor,depth,layers,power
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Illumination Software Creator
",length,flexibility,complexity,layers,energy,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Independent Forest Monitoring
",length,flexibility,complexity,depth,layers,transparency
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Inside and Outside Calipers
",length,flexibility,depth,layers,variation,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or key to amend wire
",length,flexibility,complexity,power,detail,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Kit with Chopsticks and Knife- Souvenir Trade
",length,flavor,variety,flexibility,layers,decoration
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Knife for Chopstick and Knife Kit -Souvenir Trade
",length,flexibility,depth,detail,layers,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Knife for Kit with Chopsticks and Knife- Souvenir Trade
",length,flexibility,layers,variety,depth,options
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Knipex pliers wrenches
",length,flexibility,holes,twists,friction,torque
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Laser line level
",length,flexibility,complexity,layers,depth,power
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Logistics Support System
",length,flexibility,complexity,layers,depth,stability
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or L-shaped metal tool
",length,flexibility,detail,complexity,dimensions,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or match making equipment
",length,flexibility,complexity,power,layers,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or matrix screen printing
",length,flexibility,complexity,transparency,detail,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Mesa de Torno
",length,flexibility,layers,complexity,flavor,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Mesohabitat Simulation Model
",length,flexibility,symmetry,complexity,stability,energy
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Metal tool with eye hole
",length,flexibility,depth,detail,holes,transparency
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Noah's Ark: Ten Mezzotints by Avati
",length,depth,variation,layers,difficulty,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or open source hardware
",length,complexity,functionality,flexibility,features,detail
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Paint Box of Vizier Amenemope
",length,flexibility,complexity,symmetry,layers,dimensions
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Pair of Chopsticks
",length,flexibility,flavor,depth,layers,consistency
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Palette in the Form of a Fish
",length,flexibility,complexity,depth,difficulty,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Palette in the Form of a Turtle
",length,flexibility,complexity,depth,difficulty,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or pan to extend hat
",length,flexibility,depth,layers,flavor,space
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Peça Cilíndrica Rosqueada
",length,flexibility,layers,flavor,depth,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Personal Composite Instrument
",length,flexibility,layers,depth,density,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Pin for Hat
",length,flexibility,complexity,depth,energy,density
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or plug and feather
",length,flexibility,layers,depth,friction,power
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Pointed Bone Tool
",length,flexibility,flavor,layers,density,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Press cake breakers
",length,flexibility,layers,flavor,complexity,consistency
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or push button applicator
",length,flexibility,functionality,power,depth,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Rock Abrasion Tool
",length,flexibility,stability,energy,layers,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Roda de Polir
",length,depth,layers,flexibility,flavor,variety
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or roll smoke trouble
",length,smoke,flexibility,flavor,energy,fuel
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Rolo de Correia
",length,depth,variety,flavor,layers,variation
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or rotary printing press
",length,flexibility,complexity,transparency,detail,dimensions
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Search and Rescue Transponder
",length,flexibility,depth,complexity,layers,transparency
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Serra de Arco
",length,flexibility,layers,complexity,depth,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Set of Calligraphers' Tools
",length,detail,symmetry,flexibility,depth,layers
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Set of Engraver's Tools
",length,detail,depth,dimensions,layers,flexibility
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Small bag of tool ends of iron
",length,flexibility,layers,thickness,complexity,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Soquete de Pedreiro
",length,depth,difficulty,variety,layers,flexibility
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or stainless steel soap
",length,flexibility,consistency,layers,transparency,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Straw Splitting Tool
",length,flexibility,layers,complexity,density,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Talus or Die
",length,flexibility,depth,layers,density,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Tap and die
",length,flexibility,complexity,layers,energy,flavor
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Taper insertion pin
",length,flexibility,depth,complexity,layers,stability
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or test pliers hull
",length,flexibility,complexity,stability,depth,power
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or textile arts tool
",length,flexibility,complexity,layers,detail,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or thread die holder
",length,flexibility,complexity,stability,freedom,resistance
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Thumb Rest of a Spear Thrower
",length,flexibility,depth,complexity,layers,difficulty
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or tick removal tool
",length,flexibility,complexity,depth,efficient,sensitivity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Tool Used to Illustrate Woodcutting
",length,flexibility,flavor,layers,moisture,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Tool Used to Illustrate Woodcutting:  Registration Frame
",length,flexibility,layers,complexity,difficulty,depth
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Tools Used to Illustrate Woodcutting
",length,flexibility,layers,complexity,flavor,moisture
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Torno de Precisão
",length,flexibility,depth,layers,difficulty,complexity
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or triple-square screw drive
",length,torque,flexibility,power,friction,traction
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or United Nations Guiding Principles on Business and Human Rights
",length,flexibility,complexity,depth,layers,detail
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Weight in the Form of a Bull or Cow
",length,flexibility,depth,layers,complexity,density
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Weight in the Form of a Hippopotamus Head
",length,flexibility,density,depth,complexity,tissue
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Weight in the Form of a Lion
",length,flexibility,complexity,depth,layers,density
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Wire rope hoist
",length,flexibility,rope,traction,twists,stability
"Which is longer, and thus has more [MASK], The Wine Aroma Wheel or Wooden Writing Tool
",length,flexibility,layers,flavor,density,complexity
"Which is longer, and thus has more [MASK], thread die holder or 90-45-45 set square
",length,flexible,diameter,flexibility,width,compact
"Which is longer, and thus has more [MASK], thread die holder or Apollo Lunar Surface Drill
",length,flexible,flexibility,diameter,convenient,efficient
"Which is longer, and thus has more [MASK], thread die holder or Arco de Pua com Catraca
",length,diameter,flexible,flexibility,winding,holes
"Which is longer, and thus has more [MASK], thread die holder or Arco de Serra
",length,flexible,flexibility,diameter,convenient,expensive
"Which is longer, and thus has more [MASK], thread die holder or blind rivetting tool
",length,flexible,flexibility,reliable,convenient,efficient
"Which is longer, and thus has more [MASK], thread die holder or Bone Awl with Beaded Case
",length,flexible,flexibility,diameter,robust,convenient
"Which is longer, and thus has more [MASK], thread die holder or bow saw blade
",length,flexible,flexibility,diameter,slender,powerful
"Which is longer, and thus has more [MASK], thread die holder or Box of Architectural Instruments
",length,flexible,flexibility,diameter,convenient,efficient
"Which is longer, and thus has more [MASK], thread die holder or Brace and Bit
",length,flexibility,diameter,flexible,pins,torque
"Which is longer, and thus has more [MASK], thread die holder or Broca de Púa
",length,diameter,flexible,flexibility,torque,convenient
"Which is longer, and thus has more [MASK], thread die holder or Bronze cylindrical tool hande
",length,flexible,diameter,flexibility,convenient,reliable
"Which is longer, and thus has more [MASK], thread die holder or business management tools
",length,flexibility,flexible,efficient,reliable,expensive
"Which is longer, and thus has more [MASK], thread die holder or Case for Chopstick and Knife Kit -Souvenir Trade
",length,flexible,flexibility,convenient,diameter,expensive
"Which is longer, and thus has more [MASK], thread die holder or Case for Kit with Chopsticks and Knife - Souvenir Trade
",length,flexible,convenient,expensive,lightweight,flexibility
"Which is longer, and thus has more [MASK], thread die holder or Catraca de Furar
",length,flexible,diameter,flexibility,torque,convenient
"Which is longer, and thus has more [MASK], thread die holder or Champagne bottle opener
",length,flexible,diameter,convenient,flexibility,compact
"Which is longer, and thus has more [MASK], thread die holder or Chave de Boca
",length,flexibility,flexible,diameter,winding,convenient
"Which is longer, and thus has more [MASK], thread die holder or Chave de Estiva
",length,flexibility,flexible,diameter,torque,winding
"Which is longer, and thus has more [MASK], thread die holder or Chave de Fenda
",length,flexibility,flexible,diameter,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or Chave de Mandril
",length,flexibility,flexible,diameter,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or Chave de Porca
",length,flexibility,diameter,flexible,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or Chave de Vela
",length,flexibility,flexible,diameter,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or Chave para Porca
",length,flexible,flexibility,diameter,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or Chave para Porcas
",length,flexible,flexibility,diameter,winding,torque
"Which is longer, and thus has more [MASK], thread die holder or Chopstick and Knife Kit -Souvenir Trade
",length,flexibility,grip,accessories,flexible,handles
"Which is longer, and thus has more [MASK], thread die holder or Chopstick for Chopstick and Knife Kit -Souvenir Trade
",length,flexible,convenient,flexibility,diameter,lightweight
"Which is longer, and thus has more [MASK], thread die holder or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
",length,flexible,convenient,lightweight,expensive,flexibility
"Which is longer, and thus has more [MASK], thread die holder or combs in Basque mythology
",length,flexible,common,elaborate,complicated,expensive
"Which is longer, and thus has more [MASK], thread die holder or data processors and accessories
",length,processors,flexible,memory,flexibility,expensive
"Which is longer, and thus has more [MASK], thread die holder or dead blow hammer
",length,flexibility,flexible,diameter,torque,grip
"Which is longer, and thus has more [MASK], thread die holder or digital media use and mental health
",length,flexibility,bandwidth,reliable,convenient,flexible
"Which is longer, and thus has more [MASK], thread die holder or Dividers with Regulator
",length,flexible,flexibility,expensive,efficient,reliable
"Which is longer, and thus has more [MASK], thread die holder or Duck-Billed Axe Head
",length,flexible,flexibility,diameter,robust,convenient
"Which is longer, and thus has more [MASK], thread die holder or Ekahau Site Survey
",length,flexibility,flexible,diameter,convenient,winding
"Which is longer, and thus has more [MASK], thread die holder or electric planer manual
",length,flexible,flexibility,diameter,torque,winding
"Which is longer, and thus has more [MASK], thread die holder or electric steam iron
",length,flexible,flexibility,winding,efficient,torque
"Which is longer, and thus has more [MASK], thread die holder or Espátula de Vidraceiro
",length,flexibility,flexible,diameter,winding,convenient
"Which is longer, and thus has more [MASK], thread die holder or Esperanto learning tool
",length,flexibility,flexible,efficient,robust,complexity
"Which is longer, and thus has more [MASK], thread die holder or Essen-Frohnhausen antler device
",length,flexible,diameter,flexibility,convenient,winding
"Which is longer, and thus has more [MASK], thread die holder or Fio de Aço
",length,flexible,flexibility,diameter,winding,convenient
"Which is longer, and thus has more [MASK], thread die holder or Fio de Latão
",length,flexible,flexibility,diameter,winding,convenient
"Which is longer, and thus has more [MASK], thread die holder or fire hose protection ramp
",length,flexible,reliable,safety,flexibility,lightweight
"Which is longer, and thus has more [MASK], thread die holder or Flash memory emulator
",length,flexible,expensive,memory,powerful,efficient
