,Masked Sentence,Prediction
12969,"Which is longer, and thus has more [MASK], Torno de Precisão or Tap and die
","options, flexibility, layers, variation, difficulty"
12970,"Which is longer, and thus has more [MASK], Torno de Precisão or Taper insertion pin
","flexibility, depth, width, curves, edges"
12971,"Which is longer, and thus has more [MASK], Torno de Precisão or test pliers hull
","flexibility, fins, powerful, curves, power"
12972,"Which is longer, and thus has more [MASK], Torno de Precisão or textile arts tool
","decorative, specialized, decoration, modern, flexibility"
12973,"Which is longer, and thus has more [MASK], Torno de Precisão or The Wine Aroma Wheel
","flavor, flexibility, complexity, layers, depth"
12974,"Which is longer, and thus has more [MASK], Torno de Precisão or thread die holder
","flexibility, threads, flexible, holes, edges"
12975,"Which is longer, and thus has more [MASK], Torno de Precisão or Thumb Rest of a Spear Thrower
","difficulty, depth, flexibility, holes, variation"
12976,"Which is longer, and thus has more [MASK], Torno de Precisão or tick removal tool
","flexibility, efficient, specialized, flexible, complicated"
12977,"Which is longer, and thus has more [MASK], Torno de Precisão or Tool Used to Illustrate Woodcutting
","flexibility, depth, difficulty, branches, layers"
12978,"Which is longer, and thus has more [MASK], Torno de Precisão or Tool Used to Illustrate Woodcutting:  Registration Frame
","flexibility, difficulty, depth, dimensions, complexity"
12979,"Which is longer, and thus has more [MASK], Torno de Precisão or Tools Used to Illustrate Woodcutting
","flexibility, depth, difficulty, layers, branches"
12980,"Which is longer, and thus has more [MASK], Torno de Precisão or triple-square screw drive
","torque, powerful, diameter, flexible, complicated"
12981,"Which is longer, and thus has more [MASK], Torno de Precisão or United Nations Guiding Principles on Business and Human Rights
","flexibility, emphasis, relevance, scope, autonomy"
12982,"Which is longer, and thus has more [MASK], Torno de Precisão or Weight in the Form of a Bull or Cow
","flexibility, depth, difficulty, pronounced, variation"
12983,"Which is longer, and thus has more [MASK], Torno de Precisão or Weight in the Form of a Hippopotamus Head
","flexibility, depth, spines, claws, teeth"
12984,"Which is longer, and thus has more [MASK], Torno de Precisão or Weight in the Form of a Lion
","difficulty, flexibility, depth, verbs, variation"
12985,"Which is longer, and thus has more [MASK], Torno de Precisão or Wire rope hoist
","rope, ropes, flexibility, lifts, narrow"
12986,"Which is longer, and thus has more [MASK], Torno de Precisão or Wooden Writing Tool
","inhabitants, branches, difficulty, streets, depth"
12987,"Which is longer, and thus has more [MASK], triple-square screw drive or 90-45-45 set square
","efficient, compact, flexible, powerful, complicated"
12988,"Which is longer, and thus has more [MASK], triple-square screw drive or Apollo Lunar Surface Drill
","powerful, efficient, flexible, reliable, compact"
12989,"Which is longer, and thus has more [MASK], triple-square screw drive or Arco de Pua com Catraca
","powerful, efficient, flexible, reliable, complicated"
12990,"Which is longer, and thus has more [MASK], triple-square screw drive or Arco de Serra
","powerful, efficient, flexible, compact, reliable"
12991,"Which is longer, and thus has more [MASK], triple-square screw drive or blind rivetting tool
","flexible, efficient, powerful, reliable, compact"
12992,"Which is longer, and thus has more [MASK], triple-square screw drive or Bone Awl with Beaded Case
","powerful, efficient, flexible, compact, reliable"
12993,"Which is longer, and thus has more [MASK], triple-square screw drive or bow saw blade
","powerful, flexible, efficient, robust, reliable"
12994,"Which is longer, and thus has more [MASK], triple-square screw drive or Box of Architectural Instruments
","powerful, efficient, flexible, compact, reliable"
12995,"Which is longer, and thus has more [MASK], triple-square screw drive or Brace and Bit
","powerful, torque, reliable, efficient, flexible"
12996,"Which is longer, and thus has more [MASK], triple-square screw drive or Broca de Púa
","powerful, efficient, reliable, flexible, complicated"
12997,"Which is longer, and thus has more [MASK], triple-square screw drive or Bronze cylindrical tool hande
","flexible, powerful, efficient, compact, robust"
12998,"Which is longer, and thus has more [MASK], triple-square screw drive or business management tools
","efficient, flexible, compact, powerful, expensive"
12999,"Which is longer, and thus has more [MASK], triple-square screw drive or Case for Chopstick and Knife Kit -Souvenir Trade
","compact, powerful, flexible, efficient, expensive"
13000,"Which is longer, and thus has more [MASK], triple-square screw drive or Case for Kit with Chopsticks and Knife - Souvenir Trade
","compact, flexible, efficient, powerful, expensive"
13001,"Which is longer, and thus has more [MASK], triple-square screw drive or Catraca de Furar
","powerful, efficient, reliable, flexible, complicated"
13002,"Which is longer, and thus has more [MASK], triple-square screw drive or Champagne bottle opener
","efficient, compact, flexible, powerful, reliable"
13003,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave de Boca
","powerful, efficient, flexible, compact, complicated"
13004,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave de Estiva
","powerful, efficient, flexible, compact, complicated"
13005,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave de Fenda
","powerful, efficient, reliable, flexible, complicated"
13006,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave de Mandril
","powerful, efficient, reliable, flexible, complicated"
13007,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave de Porca
","powerful, efficient, reliable, complicated, flexible"
13008,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave de Vela
","powerful, efficient, flexible, reliable, complicated"
13009,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave para Porca
","powerful, flexible, efficient, complicated, compact"
13010,"Which is longer, and thus has more [MASK], triple-square screw drive or Chave para Porcas
","powerful, complicated, flexible, efficient, compact"
13011,"Which is longer, and thus has more [MASK], triple-square screw drive or Chopstick and Knife Kit -Souvenir Trade
","compact, expensive, torque, flexible, powerful"
13012,"Which is longer, and thus has more [MASK], triple-square screw drive or Chopstick for Chopstick and Knife Kit -Souvenir Trade
","compact, powerful, flexible, efficient, torque"
13013,"Which is longer, and thus has more [MASK], triple-square screw drive or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
","compact, flexible, efficient, powerful, expensive"
13014,"Which is longer, and thus has more [MASK], triple-square screw drive or combs in Basque mythology
","flexible, powerful, complicated, common, efficient"
13015,"Which is longer, and thus has more [MASK], triple-square screw drive or data processors and accessories
","compact, expensive, flexible, powerful, efficient"
13016,"Which is longer, and thus has more [MASK], triple-square screw drive or dead blow hammer
","powerful, reliable, efficient, torque, flexible"
13017,"Which is longer, and thus has more [MASK], triple-square screw drive or digital media use and mental health
","compact, efficient, expensive, flexible, convenient"
13018,"Which is longer, and thus has more [MASK], triple-square screw drive or Dividers with Regulator
","efficient, flexible, powerful, complicated, compact"
13019,"Which is longer, and thus has more [MASK], triple-square screw drive or Duck-Billed Axe Head
","powerful, flexible, efficient, compact, robust"
13020,"Which is longer, and thus has more [MASK], triple-square screw drive or Ekahau Site Survey
","powerful, efficient, flexible, reliable, compact"
13021,"Which is longer, and thus has more [MASK], triple-square screw drive or electric planer manual
","powerful, efficient, torque, reliable, complicated"
13022,"Which is longer, and thus has more [MASK], triple-square screw drive or electric steam iron
","powerful, efficient, reliable, flexible, complicated"
13023,"Which is longer, and thus has more [MASK], triple-square screw drive or Espátula de Vidraceiro
","powerful, efficient, reliable, complicated, flexible"
13024,"Which is longer, and thus has more [MASK], triple-square screw drive or Esperanto learning tool
","efficient, flexible, powerful, compact, robust"
13025,"Which is longer, and thus has more [MASK], triple-square screw drive or Essen-Frohnhausen antler device
","powerful, efficient, reliable, flexible, complicated"
13026,"Which is longer, and thus has more [MASK], triple-square screw drive or Fio de Aço
","powerful, efficient, flexible, reliable, compact"
13027,"Which is longer, and thus has more [MASK], triple-square screw drive or Fio de Latão
","powerful, efficient, flexible, reliable, complicated"
13028,"Which is longer, and thus has more [MASK], triple-square screw drive or fire hose protection ramp
","efficient, powerful, reliable, compact, flexible"
13029,"Which is longer, and thus has more [MASK], triple-square screw drive or Flash memory emulator
","expensive, compact, efficient, powerful, flexible"
13030,"Which is longer, and thus has more [MASK], triple-square screw drive or Flint in the Form of a Bird
","flexible, efficient, powerful, compact, complicated"
13031,"Which is longer, and thus has more [MASK], triple-square screw drive or Fly Casting Analyzer
","efficient, powerful, flexible, reliable, compact"
13032,"Which is longer, and thus has more [MASK], triple-square screw drive or Fly fishing tackle
","flexible, efficient, powerful, compact, robust"
13033,"Which is longer, and thus has more [MASK], triple-square screw drive or Four-die forging device
","flexible, efficient, powerful, reliable, compact"
13034,"Which is longer, and thus has more [MASK], triple-square screw drive or Fresa com Eixo
","powerful, efficient, flexible, torque, reliable"
13035,"Which is longer, and thus has more [MASK], triple-square screw drive or Fur skin hammer
","flexible, powerful, reliable, robust, efficient"
13036,"Which is longer, and thus has more [MASK], triple-square screw drive or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
","powerful, efficient, compact, reliable, flexible"
13037,"Which is longer, and thus has more [MASK], triple-square screw drive or Grampo de Barra de Aço Ou Sargento
","powerful, efficient, reliable, complicated, torque"
13038,"Which is longer, and thus has more [MASK], triple-square screw drive or Grampo de Barra Ou Sargento
","powerful, efficient, torque, reliable, complicated"
13039,"Which is longer, and thus has more [MASK], triple-square screw drive or Hacksaw with Blade
","efficient, powerful, flexible, reliable, compact"
13040,"Which is longer, and thus has more [MASK], triple-square screw drive or Hand Saw with Blade
","powerful, efficient, flexible, compact, reliable"
13041,"Which is longer, and thus has more [MASK], triple-square screw drive or hot glue gun
","efficient, powerful, flexible, compact, reliable"
13042,"Which is longer, and thus has more [MASK], triple-square screw drive or Illumination Software Creator
","efficient, powerful, compact, flexible, reliable"
13043,"Which is longer, and thus has more [MASK], triple-square screw drive or Independent Forest Monitoring
","efficient, powerful, flexible, reliable, compact"
13044,"Which is longer, and thus has more [MASK], triple-square screw drive or Inside and Outside Calipers
","powerful, flexible, efficient, compact, reliable"
13045,"Which is longer, and thus has more [MASK], triple-square screw drive or key to amend wire
","flexible, complicated, efficient, powerful, expensive"
13046,"Which is longer, and thus has more [MASK], triple-square screw drive or Kit with Chopsticks and Knife- Souvenir Trade
","compact, flexible, efficient, expensive, powerful"
13047,"Which is longer, and thus has more [MASK], triple-square screw drive or Knife for Chopstick and Knife Kit -Souvenir Trade
","compact, flexible, expensive, efficient, powerful"
13048,"Which is longer, and thus has more [MASK], triple-square screw drive or Knife for Kit with Chopsticks and Knife- Souvenir Trade
","compact, flexible, efficient, expensive, powerful"
13049,"Which is longer, and thus has more [MASK], triple-square screw drive or Knipex pliers wrenches
","flexible, efficient, powerful, complicated, reliable"
13050,"Which is longer, and thus has more [MASK], triple-square screw drive or Laser line level
","efficient, flexible, powerful, reliable, compact"
13051,"Which is longer, and thus has more [MASK], triple-square screw drive or Logistics Support System
","powerful, efficient, flexible, compact, reliable"
13052,"Which is longer, and thus has more [MASK], triple-square screw drive or L-shaped metal tool
","flexible, compact, efficient, powerful, complicated"
13053,"Which is longer, and thus has more [MASK], triple-square screw drive or match making equipment
","efficient, reliable, compact, powerful, expensive"
13054,"Which is longer, and thus has more [MASK], triple-square screw drive or matrix screen printing
","flexible, efficient, compact, expensive, complicated"
13055,"Which is longer, and thus has more [MASK], triple-square screw drive or Mesa de Torno
","powerful, efficient, reliable, compact, flexible"
13056,"Which is longer, and thus has more [MASK], triple-square screw drive or Mesohabitat Simulation Model
","efficient, complicated, flexible, complex, compact"
13057,"Which is longer, and thus has more [MASK], triple-square screw drive or Metal tool with eye hole
","flexible, compact, efficient, powerful, complicated"
13058,"Which is longer, and thus has more [MASK], triple-square screw drive or Noah's Ark: Ten Mezzotints by Avati
","powerful, complicated, flexible, compact, efficient"
13059,"Which is longer, and thus has more [MASK], triple-square screw drive or open source hardware
","expensive, compact, efficient, flexible, powerful"
13060,"Which is longer, and thus has more [MASK], triple-square screw drive or Paint Box of Vizier Amenemope
","powerful, efficient, compact, complicated, flexible"
13061,"Which is longer, and thus has more [MASK], triple-square screw drive or Pair of Chopsticks
","powerful, efficient, flexible, compact, diameter"
13062,"Which is longer, and thus has more [MASK], triple-square screw drive or Palette in the Form of a Fish
","flexible, efficient, compact, complicated, powerful"
13063,"Which is longer, and thus has more [MASK], triple-square screw drive or Palette in the Form of a Turtle
","flexible, efficient, compact, complicated, powerful"
13064,"Which is longer, and thus has more [MASK], triple-square screw drive or pan to extend hat
","flexible, powerful, robust, efficient, compact"
13065,"Which is longer, and thus has more [MASK], triple-square screw drive or Peça Cilíndrica Rosqueada
","powerful, efficient, flexible, reliable, compact"
13066,"Which is longer, and thus has more [MASK], triple-square screw drive or Personal Composite Instrument
","flexible, powerful, efficient, compact, reliable"
13067,"Which is longer, and thus has more [MASK], triple-square screw drive or Pin for Hat
","efficient, powerful, flexible, reliable, compact"
13068,"Which is longer, and thus has more [MASK], triple-square screw drive or plug and feather
","flexible, powerful, reliable, compact, efficient"
13069,"Which is longer, and thus has more [MASK], triple-square screw drive or Pointed Bone Tool
","powerful, flexible, efficient, compact, reliable"
13070,"Which is longer, and thus has more [MASK], triple-square screw drive or Press cake breakers
","efficient, flexible, powerful, complicated, reliable"
13071,"Which is longer, and thus has more [MASK], triple-square screw drive or push button applicator
","powerful, compact, flexible, efficient, robust"
13072,"Which is longer, and thus has more [MASK], triple-square screw drive or Rock Abrasion Tool
","efficient, powerful, flexible, compact, reliable"
13073,"Which is longer, and thus has more [MASK], triple-square screw drive or Roda de Polir
","powerful, efficient, reliable, flexible, complicated"
13074,"Which is longer, and thus has more [MASK], triple-square screw drive or roll smoke trouble
","powerful, efficient, compact, reliable, torque"
13075,"Which is longer, and thus has more [MASK], triple-square screw drive or Rolo de Correia
","powerful, efficient, reliable, torque, complicated"
13076,"Which is longer, and thus has more [MASK], triple-square screw drive or rotary printing press
","efficient, flexible, compact, powerful, reliable"
13077,"Which is longer, and thus has more [MASK], triple-square screw drive or Search and Rescue Transponder
","powerful, compact, flexible, reliable, efficient"
13078,"Which is longer, and thus has more [MASK], triple-square screw drive or Serra de Arco
","powerful, efficient, reliable, flexible, compact"
13079,"Which is longer, and thus has more [MASK], triple-square screw drive or Set of Calligraphers' Tools
","flexible, powerful, complicated, efficient, compact"
13080,"Which is longer, and thus has more [MASK], triple-square screw drive or Set of Engraver's Tools
","powerful, complicated, efficient, flexible, compact"
13081,"Which is longer, and thus has more [MASK], triple-square screw drive or Small bag of tool ends of iron
","flexible, compact, efficient, powerful, complicated"
13082,"Which is longer, and thus has more [MASK], triple-square screw drive or Soquete de Pedreiro
","powerful, efficient, complicated, reliable, torque"
13083,"Which is longer, and thus has more [MASK], triple-square screw drive or stainless steel soap
","powerful, efficient, flexible, compact, reliable"
13084,"Which is longer, and thus has more [MASK], triple-square screw drive or Straw Splitting Tool
","powerful, efficient, flexible, compact, reliable"
13085,"Which is longer, and thus has more [MASK], triple-square screw drive or Talus or Die
","powerful, flexible, efficient, reliable, compact"
13086,"Which is longer, and thus has more [MASK], triple-square screw drive or Tap and die
","flexible, efficient, complicated, compact, powerful"
13087,"Which is longer, and thus has more [MASK], triple-square screw drive or Taper insertion pin
","flexible, efficient, reliable, compact, powerful"
13088,"Which is longer, and thus has more [MASK], triple-square screw drive or test pliers hull
","powerful, compact, efficient, robust, flexible"
13089,"Which is longer, and thus has more [MASK], triple-square screw drive or textile arts tool
","efficient, flexible, compact, powerful, complicated"
13090,"Which is longer, and thus has more [MASK], triple-square screw drive or The Wine Aroma Wheel
","efficient, powerful, flexible, reliable, compact"
13091,"Which is longer, and thus has more [MASK], triple-square screw drive or thread die holder
","flexible, efficient, compact, complicated, reliable"
13092,"Which is longer, and thus has more [MASK], triple-square screw drive or Thumb Rest of a Spear Thrower
","powerful, efficient, flexible, compact, robust"
13093,"Which is longer, and thus has more [MASK], triple-square screw drive or tick removal tool
","efficient, flexible, complicated, powerful, reliable"
13094,"Which is longer, and thus has more [MASK], triple-square screw drive or Tool Used to Illustrate Woodcutting
","efficient, powerful, flexible, reliable, compact"
13095,"Which is longer, and thus has more [MASK], triple-square screw drive or Tool Used to Illustrate Woodcutting:  Registration Frame
","powerful, efficient, complicated, reliable, flexible"
13096,"Which is longer, and thus has more [MASK], triple-square screw drive or Tools Used to Illustrate Woodcutting
","efficient, powerful, flexible, reliable, complicated"
13097,"Which is longer, and thus has more [MASK], triple-square screw drive or Torno de Precisão
","powerful, efficient, flexible, reliable, complicated"
13098,"Which is longer, and thus has more [MASK], triple-square screw drive or United Nations Guiding Principles on Business and Human Rights
","efficient, flexible, compact, powerful, reliable"
13099,"Which is longer, and thus has more [MASK], triple-square screw drive or Weight in the Form of a Bull or Cow
","powerful, flexible, efficient, compact, robust"
13100,"Which is longer, and thus has more [MASK], triple-square screw drive or Weight in the Form of a Hippopotamus Head
","flexible, powerful, compact, efficient, robust"
13101,"Which is longer, and thus has more [MASK], triple-square screw drive or Weight in the Form of a Lion
","efficient, powerful, flexible, compact, complicated"
13102,"Which is longer, and thus has more [MASK], triple-square screw drive or Wire rope hoist
","efficient, powerful, flexible, robust, complicated"
13103,"Which is longer, and thus has more [MASK], triple-square screw drive or Wooden Writing Tool
","powerful, efficient, flexible, reliable, compact"
13104,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or 90-45-45 set square
","flexible, complicated, efficient, detailed, complex"
13105,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Apollo Lunar Surface Drill
","detailed, flexible, complicated, efficient, complex"
13106,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Arco de Pua com Catraca
","detailed, flexible, recent, comprehensive, inclusive"
13107,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Arco de Serra
","flexible, detailed, recent, accessible, comprehensive"
13108,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or blind rivetting tool
","flexible, detailed, efficient, complicated, complex"
13109,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Bone Awl with Beaded Case
","flexible, detailed, efficient, complicated, recent"
13110,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or bow saw blade
","flexible, detailed, complicated, efficient, flexibility"
13111,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Box of Architectural Instruments
","flexible, detailed, complicated, efficient, recent"
13112,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Brace and Bit
","flexible, detailed, complicated, efficient, complex"
13113,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Broca de Púa
","flexible, detailed, recent, diverse, accessible"
13114,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Bronze cylindrical tool hande
","flexible, detailed, complicated, efficient, complex"
13115,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or business management tools
","flexible, detailed, efficient, flexibility, accessible"
13116,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Case for Chopstick and Knife Kit -Souvenir Trade
","detailed, flexible, accessible, extensive, recent"
13117,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Case for Kit with Chopsticks and Knife - Souvenir Trade
","detailed, flexible, accessible, complicated, colorful"
13118,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Catraca de Furar
","flexible, detailed, recent, diverse, accessible"
13119,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Champagne bottle opener
","flexible, efficient, complicated, detailed, flexibility"
13120,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave de Boca
","flexible, detailed, complicated, efficient, recent"
13121,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave de Estiva
","flexible, detailed, recent, accessible, complicated"
13122,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave de Fenda
","flexible, detailed, recent, accessible, complicated"
13123,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave de Mandril
","detailed, flexible, accessible, complicated, recent"
13124,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave de Porca
","detailed, flexible, recent, accessible, complicated"
13125,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave de Vela
","flexible, detailed, recent, accessible, complicated"
13126,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave para Porca
","flexible, detailed, complicated, complex, efficient"
13127,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chave para Porcas
","flexible, detailed, complicated, diverse, recent"
13128,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chopstick and Knife Kit -Souvenir Trade
","detailed, flexible, accessible, complicated, colorful"
13129,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chopstick for Chopstick and Knife Kit -Souvenir Trade
","detailed, flexible, complicated, accessible, extensive"
13130,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Chopstick for Kit with Chopsticks and Knife - Souvenir Trade
","detailed, flexible, complicated, colorful, elaborate"
13131,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or combs in Basque mythology
","detailed, complicated, elaborate, complex, recent"
13132,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or data processors and accessories
","flexible, efficient, detailed, robust, sophisticated"
13133,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or dead blow hammer
","detailed, flexible, complicated, efficient, complex"
13134,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or digital media use and mental health
","flexible, comprehensive, diverse, detailed, recent"
13135,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Dividers with Regulator
","flexible, efficient, detailed, complicated, flexibility"
13136,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Duck-Billed Axe Head
","flexible, detailed, complicated, efficient, complex"
13137,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Ekahau Site Survey
","detailed, flexible, recent, complicated, accessible"
13138,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or electric planer manual
","detailed, flexible, complicated, efficient, recent"
13139,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or electric steam iron
","efficient, detailed, flexible, complicated, recent"
13140,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Espátula de Vidraceiro
","flexible, detailed, diverse, comprehensive, accessible"
13141,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Esperanto learning tool
","flexible, detailed, efficient, accessible, integrated"
13142,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Essen-Frohnhausen antler device
","detailed, flexible, complicated, efficient, recent"
13143,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Fio de Aço
","flexible, detailed, recent, comprehensive, inclusive"
13144,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Fio de Latão
","flexible, detailed, recent, accessible, complicated"
13145,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or fire hose protection ramp
","efficient, flexible, detailed, complicated, practical"
13146,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Flash memory emulator
","efficient, flexible, robust, powerful, complicated"
13147,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Flint in the Form of a Bird
","flexible, detailed, complicated, flexibility, recent"
13148,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Fly Casting Analyzer
","flexible, detailed, efficient, complicated, flexibility"
13149,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Fly fishing tackle
","flexible, detailed, diverse, efficient, accessible"
13150,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Four-die forging device
","flexible, efficient, complicated, detailed, practical"
13151,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Fresa com Eixo
","flexible, detailed, recent, comprehensive, accessible"
13152,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Fur skin hammer
","flexible, detailed, complicated, efficient, complex"
13153,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Gargoyle Series No. 1: The Gargoyle and His Quarry, Notre Dame
","detailed, elaborate, complicated, flexible, recent"
13154,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Grampo de Barra de Aço Ou Sargento
","detailed, flexible, recent, diverse, inclusive"
13155,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Grampo de Barra Ou Sargento
","detailed, flexible, recent, diverse, inclusive"
13156,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Hacksaw with Blade
","flexible, detailed, complicated, efficient, flexibility"
13157,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Hand Saw with Blade
","flexible, detailed, efficient, complicated, flexibility"
13158,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or hot glue gun
","flexible, efficient, detailed, complicated, flexibility"
13159,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Illumination Software Creator
","flexible, detailed, complicated, efficient, recent"
13160,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Independent Forest Monitoring
","flexible, detailed, efficient, flexibility, recent"
13161,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Inside and Outside Calipers
","detailed, flexible, complicated, diverse, efficient"
13162,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or key to amend wire
","flexible, detailed, complicated, flexibility, efficient"
13163,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Kit with Chopsticks and Knife- Souvenir Trade
","detailed, colorful, flexible, elaborate, accessible"
13164,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Knife for Chopstick and Knife Kit -Souvenir Trade
","detailed, flexible, complicated, elaborate, accessible"
13165,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Knife for Kit with Chopsticks and Knife- Souvenir Trade
","detailed, flexible, complicated, elaborate, colorful"
13166,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Knipex pliers wrenches
","flexible, detailed, complicated, efficient, complex"
13167,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Laser line level
","flexible, efficient, detailed, complicated, flexibility"
13168,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Logistics Support System
","flexible, detailed, efficient, comprehensive, complicated"
13169,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or L-shaped metal tool
","flexible, detailed, complicated, efficient, complex"
13170,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or match making equipment
","flexible, efficient, detailed, flexibility, complicated"
13171,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or matrix screen printing
","flexible, efficient, detailed, complicated, flexibility"
13172,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Mesa de Torno
","flexible, detailed, recent, complicated, accessible"
13173,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Mesohabitat Simulation Model
","detailed, flexible, complicated, efficient, complex"
13174,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Metal tool with eye hole
","flexible, detailed, efficient, complicated, complex"
13175,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Noah's Ark: Ten Mezzotints by Avati
","detailed, elaborate, accessible, recent, extensive"
13176,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or open source hardware
","flexible, efficient, detailed, flexibility, accessible"
13177,"Which is longer, and thus has more [MASK], United Nations Guiding Principles on Business and Human Rights or Paint Box of Vizier Amenemope
","detailed, flexible, recent, diverse, complicated"
