,Masked Sentence,Prediction
10972,"Which is wider, and thus has more [MASK], shelf or bank
","space, depth, room, storage, width"
10973,"Which is wider, and thus has more [MASK], shelf or bed
","space, room, storage, depth, width"
10974,"Which is wider, and thus has more [MASK], shelf or bier
","width, space, depth, thickness, length"
10975,"Which is wider, and thus has more [MASK], shelf or binder
","flexibility, space, volume, storage, substrate"
10976,"Which is wider, and thus has more [MASK], shelf or bonnetière
","width, belt, space, roof, room"
10977,"Which is wider, and thus has more [MASK], shelf or Bookcase
","space, volume, depth, room, storage"
10978,"Which is wider, and thus has more [MASK], shelf or Cômoda
","depth, flexibility, width, space, rounded"
10979,"Which is wider, and thus has more [MASK], shelf or Cômoda-Lavatório
","depth, space, width, flexibility, narrow"
10980,"Which is wider, and thus has more [MASK], shelf or Cabide
","storage, depth, flexibility, space, flexible"
10981,"Which is wider, and thus has more [MASK], shelf or Cabinet
","space, depth, flexibility, storage, width"
10982,"Which is wider, and thus has more [MASK], shelf or cabinet-library
","room, storage, furniture, shelves, drawers"
10983,"Which is wider, and thus has more [MASK], shelf or cabinetry
","furniture, storage, room, shelves, drawers"
10984,"Which is wider, and thus has more [MASK], shelf or Cabinet-vitrine
","protein, soluble, flexible, liquid, substrate"
10985,"Which is wider, and thus has more [MASK], shelf or Cama
","depth, space, flexibility, width, room"
10986,"Which is wider, and thus has more [MASK], shelf or Candelabrum
","depth, space, aperture, width, flexibility"
10987,"Which is wider, and thus has more [MASK], shelf or Candlestick
","shelves, space, storage, depth, flexibility"
10988,"Which is wider, and thus has more [MASK], shelf or Candlesticks
","shelves, drawers, shelf, space, storage"
10989,"Which is wider, and thus has more [MASK], shelf or caning
","flexibility, depth, space, room, width"
10990,"Which is wider, and thus has more [MASK], shelf or canterbury
","space, room, depth, width, height"
10991,"Which is wider, and thus has more [MASK], shelf or Casket
","depth, space, storage, room, flexibility"
10992,"Which is wider, and thus has more [MASK], shelf or Cellarette
","space, room, depth, storage, flexibility"
10993,"Which is wider, and thus has more [MASK], shelf or chair
","space, room, seating, furniture, seats"
10994,"Which is wider, and thus has more [MASK], shelf or chest
","space, room, width, depth, height"
10995,"Which is wider, and thus has more [MASK], shelf or chesterfield
","space, room, depth, width, storage"
10996,"Which is wider, and thus has more [MASK], shelf or Chest-on-Chest
","depth, space, width, volume, flexibility"
10997,"Which is wider, and thus has more [MASK], shelf or chifforobe
","space, depth, flexibility, room, width"
10998,"Which is wider, and thus has more [MASK], shelf or chigaidana
","depth, flexibility, width, space, branches"
10999,"Which is wider, and thus has more [MASK], shelf or Clock
","space, depth, flexibility, room, width"
11000,"Which is wider, and thus has more [MASK], shelf or closet
","space, room, storage, flexibility, depth"
11001,"Which is wider, and thus has more [MASK], shelf or closet-showcase
","storage, room, space, furniture, shelves"
11002,"Which is wider, and thus has more [MASK], shelf or coffin
","space, depth, room, volume, width"
11003,"Which is wider, and thus has more [MASK], shelf or Cofre
","space, depth, width, flexibility, room"
11004,"Which is wider, and thus has more [MASK], shelf or Commode
","depth, space, aperture, storage, flexibility"
11005,"Which is wider, and thus has more [MASK], shelf or conversadeira
","flexibility, depth, space, storage, scope"
11006,"Which is wider, and thus has more [MASK], shelf or couch
","space, room, flexibility, storage, depth"
11007,"Which is wider, and thus has more [MASK], shelf or counter
","space, depth, flexibility, room, width"
11008,"Which is wider, and thus has more [MASK], shelf or countertop
","space, shelves, shelf, room, storage"
11009,"Which is wider, and thus has more [MASK], shelf or Cupboard
","space, storage, depth, room, flexibility"
11010,"Which is wider, and thus has more [MASK], shelf or desk
","space, room, shelves, furniture, storage"
11011,"Which is wider, and thus has more [MASK], shelf or Dossel
","depth, space, flexibility, width, height"
11012,"Which is wider, and thus has more [MASK], shelf or Dressers
","shelves, depth, space, storage, width"
11013,"Which is wider, and thus has more [MASK], shelf or duchess
","space, depth, width, height, room"
11014,"Which is wider, and thus has more [MASK], shelf or Enzi
","depth, flexibility, space, width, storage"
11015,"Which is wider, and thus has more [MASK], shelf or Escrivaninha
","depth, space, width, flexibility, height"
11016,"Which is wider, and thus has more [MASK], shelf or Estalo
","depth, space, width, flexibility, height"
11017,"Which is wider, and thus has more [MASK], shelf or Estante
","depth, width, space, flexibility, aperture"
11018,"Which is wider, and thus has more [MASK], shelf or Estrado
","depth, space, width, flexibility, height"
11019,"Which is wider, and thus has more [MASK], shelf or Faux-palier
","depth, space, narrow, rounded, width"
11020,"Which is wider, and thus has more [MASK], shelf or footstool
","space, depth, room, storage, flexibility"
11021,"Which is wider, and thus has more [MASK], shelf or Four
","space, depth, flexibility, width, height"
11022,"Which is wider, and thus has more [MASK], shelf or futon
","space, depth, room, width, flexibility"
11023,"Which is wider, and thus has more [MASK], shelf or haberdasher
","depth, space, volume, flexibility, storage"
11024,"Which is wider, and thus has more [MASK], shelf or hanger
","space, room, flexibility, storage, grip"
11025,"Which is wider, and thus has more [MASK], shelf or Hatstand
","space, depth, storage, flexibility, room"
11026,"Which is wider, and thus has more [MASK], shelf or headrest
","space, trunk, width, height, fur"
11027,"Which is wider, and thus has more [MASK], shelf or Highboy
","depth, space, width, flexibility, height"
11028,"Which is wider, and thus has more [MASK], shelf or hutch
","space, room, roof, shelter, depth"
11029,"Which is wider, and thus has more [MASK], shelf or icebox
","storage, space, room, depth, ice"
11030,"Which is wider, and thus has more [MASK], shelf or Kari
","depth, space, width, flexibility, room"
11031,"Which is wider, and thus has more [MASK], shelf or kast
","depth, flexibility, space, width, thickness"
11032,"Which is wider, and thus has more [MASK], shelf or Lamp
","depth, space, flexibility, width, storage"
11033,"Which is wider, and thus has more [MASK], shelf or lamp
","space, room, depth, aperture, height"
11034,"Which is wider, and thus has more [MASK], shelf or lectern
","space, shelves, seating, pulpit, room"
11035,"Which is wider, and thus has more [MASK], shelf or Leito
","depth, space, width, flexibility, height"
11036,"Which is wider, and thus has more [MASK], shelf or Loveseat
","depth, space, surface, storage, width"
11037,"Which is wider, and thus has more [MASK], shelf or Maçaneta
","depth, flexibility, space, width, storage"
11038,"Which is wider, and thus has more [MASK], shelf or Mantel
","space, depth, room, flexibility, storage"
11039,"Which is wider, and thus has more [MASK], shelf or medalist
","space, depth, flexibility, width, volume"
11040,"Which is wider, and thus has more [MASK], shelf or Mesa
","depth, space, flexibility, width, height"
11041,"Which is wider, and thus has more [MASK], shelf or mirror
","space, aperture, depth, room, height"
11042,"Which is wider, and thus has more [MASK], shelf or office
","space, room, storage, furniture, flexibility"
11043,"Which is wider, and thus has more [MASK], shelf or Oonjal
","depth, width, space, height, slope"
11044,"Which is wider, and thus has more [MASK], shelf or Pedestal
","space, depth, height, width, room"
11045,"Which is wider, and thus has more [MASK], shelf or Pinos
","depth, space, flexibility, width, height"
11046,"Which is wider, and thus has more [MASK], shelf or playpen
","flexibility, space, storage, depth, room"
11047,"Which is wider, and thus has more [MASK], shelf or Prendedores
","depth, surface, space, storage, aperture"
11048,"Which is wider, and thus has more [MASK], shelf or psyche
","depth, flexibility, space, scope, complexity"
11049,"Which is wider, and thus has more [MASK], shelf or radiogram
","aperture, depth, light, volume, space"
11050,"Which is wider, and thus has more [MASK], shelf or Rahle
","depth, space, width, flexibility, room"
11051,"Which is wider, and thus has more [MASK], shelf or Screen
","space, depth, flexibility, width, room"
11052,"Which is wider, and thus has more [MASK], shelf or Screen
","space, depth, flexibility, width, room"
11053,"Which is wider, and thus has more [MASK], shelf or seat
","space, room, flexibility, seating, storage"
11054,"Which is wider, and thus has more [MASK], shelf or Seating
","depth, flexibility, space, storage, width"
11055,"Which is wider, and thus has more [MASK], shelf or Secretary
","space, depth, flexibility, width, height"
11056,"Which is wider, and thus has more [MASK], shelf or Secretary-bookcase
","shelf, compact, shelves, storage, paper"
11057,"Which is wider, and thus has more [MASK], shelf or Settee
","space, depth, flexibility, width, storage"
11058,"Which is wider, and thus has more [MASK], shelf or Sideboard
","space, storage, flexibility, room, seating"
11059,"Which is wider, and thus has more [MASK], shelf or Sofa
","depth, space, flexibility, width, storage"
11060,"Which is wider, and thus has more [MASK], shelf or spalliera
","depth, space, width, flexibility, aperture"
11061,"Which is wider, and thus has more [MASK], shelf or stand
","space, room, depth, height, flexibility"
11062,"Which is wider, and thus has more [MASK], shelf or Stool
","space, depth, flexibility, width, storage"
11063,"Which is wider, and thus has more [MASK], shelf or Tủ
","depth, space, flexibility, width, volume"
11064,"Which is wider, and thus has more [MASK], shelf or Tête-à-tête
","depth, narrow, rounded, width, slope"
11065,"Which is wider, and thus has more [MASK], shelf or table
","space, room, depth, storage, volume"
11066,"Which is wider, and thus has more [MASK], shelf or Tapchan
","depth, flexibility, space, width, storage"
11067,"Which is wider, and thus has more [MASK], shelf or Trapeza
","depth, space, width, flexibility, room"
11068,"Which is wider, and thus has more [MASK], shelf or tripod
","space, aperture, tube, flexibility, volume"
11069,"Which is wider, and thus has more [MASK], shelf or Vitrina
","depth, space, flexibility, width, aperture"
11070,"Which is wider, and thus has more [MASK], shelf or vitrine
","protein, fat, tissue, flexibility, fluid"
11071,"Which is wider, and thus has more [MASK], shelf or Voyeuse
","depth, flexibility, space, aperture, width"
11072,"Which is wider, and thus has more [MASK], shelf or Wardrobe
","space, depth, flexibility, width, storage"
11073,"Which is wider, and thus has more [MASK], shelf or washstand
","storage, space, room, wash, seating"
11074,"Which is wider, and thus has more [MASK], Sideboard or Étagère
","flexibility, seats, seating, decks, fins"
11075,"Which is wider, and thus has more [MASK], Sideboard or accoudoir
","seats, seating, flexibility, depth, space"
11076,"Which is wider, and thus has more [MASK], Sideboard or Andiron
","flexibility, seats, fins, depth, seating"
11077,"Which is wider, and thus has more [MASK], Sideboard or Arca
","seats, flexibility, seating, fins, options"
11078,"Which is wider, and thus has more [MASK], Sideboard or arcaz
","flexibility, edges, depth, fins, holes"
11079,"Which is wider, and thus has more [MASK], Sideboard or Argolas
","seats, flexibility, seating, decks, fins"
11080,"Which is wider, and thus has more [MASK], Sideboard or Armário
","seats, seating, flexibility, decks, options"
11081,"Which is wider, and thus has more [MASK], Sideboard or Armchair
","seats, seating, chairs, flexibility, decks"
11082,"Which is wider, and thus has more [MASK], Sideboard or armrest
","seats, grip, flexibility, seating, sleeves"
11083,"Which is wider, and thus has more [MASK], Sideboard or Athénienne
","flexibility, depth, seats, fins, options"
11084,"Which is wider, and thus has more [MASK], Sideboard or Baú
","flexibility, seats, fins, seating, decks"
11085,"Which is wider, and thus has more [MASK], Sideboard or bank
","seats, flexibility, depth, seating, fins"
11086,"Which is wider, and thus has more [MASK], Sideboard or bed
","room, seats, seating, space, beds"
11087,"Which is wider, and thus has more [MASK], Sideboard or bier
","seats, flexibility, holes, width, seating"
11088,"Which is wider, and thus has more [MASK], Sideboard or binder
","flexibility, flexible, handles, grip, space"
11089,"Which is wider, and thus has more [MASK], Sideboard or bonnetière
","rounded, width, narrow, trim, seats"
11090,"Which is wider, and thus has more [MASK], Sideboard or Bookcase
","flexibility, seats, rounded, space, flexible"
11091,"Which is wider, and thus has more [MASK], Sideboard or Cômoda
","flexibility, seats, seating, depth, fins"
11092,"Which is wider, and thus has more [MASK], Sideboard or Cômoda-Lavatório
","seats, decks, flexibility, seating, fins"
11093,"Which is wider, and thus has more [MASK], Sideboard or Cabide
","flexibility, flexible, seats, options, seating"
11094,"Which is wider, and thus has more [MASK], Sideboard or Cabinet
","seats, flexibility, seating, space, depth"
11095,"Which is wider, and thus has more [MASK], Sideboard or cabinet-library
","drawers, furniture, cabinets, storage, shelves"
11096,"Which is wider, and thus has more [MASK], Sideboard or cabinetry
","furniture, cabinets, drawers, windows, room"
11097,"Which is wider, and thus has more [MASK], Sideboard or Cabinet-vitrine
","flexible, flexibility, foam, liquid, fluid"
11098,"Which is wider, and thus has more [MASK], Sideboard or Cama
","seats, flexibility, seating, fins, depth"
11099,"Which is wider, and thus has more [MASK], Sideboard or Candelabrum
","flexibility, seats, holes, depth, seating"
11100,"Which is wider, and thus has more [MASK], Sideboard or Candlestick
","seats, flexibility, boards, seating, holes"
11101,"Which is wider, and thus has more [MASK], Sideboard or Candlesticks
","seats, boards, handles, flexible, holes"
11102,"Which is wider, and thus has more [MASK], Sideboard or caning
","flexibility, seating, seats, depth, space"
11103,"Which is wider, and thus has more [MASK], Sideboard or canterbury
","seats, seating, flexibility, decks, windows"
11104,"Which is wider, and thus has more [MASK], Sideboard or Casket
","flexibility, seats, options, seating, decks"
11105,"Which is wider, and thus has more [MASK], Sideboard or Cellarette
","seating, seats, flexibility, windows, decks"
11106,"Which is wider, and thus has more [MASK], Sideboard or chair
","seats, seating, chairs, room, space"
11107,"Which is wider, and thus has more [MASK], Sideboard or chest
","seats, space, sides, sleeves, width"
11108,"Which is wider, and thus has more [MASK], Sideboard or chesterfield
","seats, seating, decks, flexibility, holes"
11109,"Which is wider, and thus has more [MASK], Sideboard or Chest-on-Chest
","flexibility, seating, rounded, depth, seats"
11110,"Which is wider, and thus has more [MASK], Sideboard or chifforobe
","flexibility, seats, seating, options, holes"
11111,"Which is wider, and thus has more [MASK], Sideboard or chigaidana
","flexibility, seats, seating, fins, depth"
11112,"Which is wider, and thus has more [MASK], Sideboard or Clock
","seats, flexibility, seating, space, depth"
11113,"Which is wider, and thus has more [MASK], Sideboard or closet
","room, space, seats, seating, flexibility"
11114,"Which is wider, and thus has more [MASK], Sideboard or closet-showcase
","flexible, spacious, furniture, room, flexibility"
11115,"Which is wider, and thus has more [MASK], Sideboard or coffin
","seats, seating, space, windows, room"
11116,"Which is wider, and thus has more [MASK], Sideboard or Cofre
","flexibility, seats, seating, depth, decks"
11117,"Which is wider, and thus has more [MASK], Sideboard or Commode
","flexibility, flexible, tubes, space, depth"
11118,"Which is wider, and thus has more [MASK], Sideboard or conversadeira
","flexibility, seating, depth, seats, space"
11119,"Which is wider, and thus has more [MASK], Sideboard or couch
","seats, seating, chairs, furniture, room"
11120,"Which is wider, and thus has more [MASK], Sideboard or counter
","space, seats, flexibility, depth, seating"
11121,"Which is wider, and thus has more [MASK], Sideboard or countertop
","seating, seats, rounded, decks, space"
11122,"Which is wider, and thus has more [MASK], Sideboard or Cupboard
","decks, seats, flexibility, seating, depth"
11123,"Which is wider, and thus has more [MASK], Sideboard or desk
","seats, room, seating, space, drawers"
11124,"Which is wider, and thus has more [MASK], Sideboard or Dossel
","flexibility, seats, space, fins, depth"
11125,"Which is wider, and thus has more [MASK], Sideboard or Dressers
","seats, seating, decks, fins, flexibility"
11126,"Which is wider, and thus has more [MASK], Sideboard or duchess
","decks, seats, seating, flexibility, sails"
11127,"Which is wider, and thus has more [MASK], Sideboard or Enzi
","flexibility, seats, seating, options, depth"
11128,"Which is wider, and thus has more [MASK], Sideboard or Escrivaninha
","seats, flexibility, seating, decks, depth"
11129,"Which is wider, and thus has more [MASK], Sideboard or Estalo
","flexibility, seating, seats, depth, rounded"
11130,"Which is wider, and thus has more [MASK], Sideboard or Estante
","flexibility, seats, depth, seating, dimensions"
11131,"Which is wider, and thus has more [MASK], Sideboard or Estrado
","seating, flexibility, seats, decks, depth"
11132,"Which is wider, and thus has more [MASK], Sideboard or Faux-palier
","flexibility, seats, dimensions, decks, curves"
11133,"Which is wider, and thus has more [MASK], Sideboard or footstool
","seating, seats, flexibility, boards, space"
11134,"Which is wider, and thus has more [MASK], Sideboard or Four
","flexibility, seats, seating, space, depth"
11135,"Which is wider, and thus has more [MASK], Sideboard or futon
","flexibility, seats, strings, rounded, seating"
11136,"Which is wider, and thus has more [MASK], Sideboard or haberdasher
","flexibility, seats, holes, depth, edges"
11137,"Which is wider, and thus has more [MASK], Sideboard or hanger
","seats, flexibility, seating, space, grip"
11138,"Which is wider, and thus has more [MASK], Sideboard or Hatstand
","seats, flexibility, seating, decks, depth"
11139,"Which is wider, and thus has more [MASK], Sideboard or headrest
","seats, seat, width, seating, space"
11140,"Which is wider, and thus has more [MASK], Sideboard or Highboy
","seats, flexibility, seating, decks, depth"
11141,"Which is wider, and thus has more [MASK], Sideboard or hutch
","seating, holes, wood, timber, room"
11142,"Which is wider, and thus has more [MASK], Sideboard or icebox
","seating, seats, foam, decks, flexibility"
11143,"Which is wider, and thus has more [MASK], Sideboard or Kari
","seats, flexibility, seating, fins, decks"
11144,"Which is wider, and thus has more [MASK], Sideboard or kast
","flexibility, seats, depth, seating, holes"
11145,"Which is wider, and thus has more [MASK], Sideboard or Lamp
","flexibility, seats, depth, seating, fins"
11146,"Which is wider, and thus has more [MASK], Sideboard or lamp
","light, windows, space, seats, lighting"
11147,"Which is wider, and thus has more [MASK], Sideboard or lectern
","seats, seating, windows, benches, classrooms"
11148,"Which is wider, and thus has more [MASK], Sideboard or Leito
","flexibility, seats, seating, fins, depth"
11149,"Which is wider, and thus has more [MASK], Sideboard or Loveseat
","flexibility, depth, seats, seating, holes"
11150,"Which is wider, and thus has more [MASK], Sideboard or Maçaneta
","flexibility, seats, depth, decks, seating"
11151,"Which is wider, and thus has more [MASK], Sideboard or Mantel
","flexibility, seats, seating, decks, windows"
11152,"Which is wider, and thus has more [MASK], Sideboard or medalist
","flexibility, fins, seats, depth, seating"
11153,"Which is wider, and thus has more [MASK], Sideboard or Mesa
","flexibility, seats, seating, space, depth"
11154,"Which is wider, and thus has more [MASK], Sideboard or mirror
","mirrors, windows, seats, space, fins"
11155,"Which is wider, and thus has more [MASK], Sideboard or office
","windows, room, seating, space, seats"
11156,"Which is wider, and thus has more [MASK], Sideboard or Oonjal
","flexibility, seats, seating, decks, fins"
11157,"Which is wider, and thus has more [MASK], Sideboard or Pedestal
","rounded, seats, seating, flexibility, flexible"
11158,"Which is wider, and thus has more [MASK], Sideboard or Pinos
","flexibility, seats, seating, fins, decks"
11159,"Which is wider, and thus has more [MASK], Sideboard or playpen
","flexibility, seating, seats, boards, decks"
11160,"Which is wider, and thus has more [MASK], Sideboard or Prendedores
","flexibility, rounded, flexible, seats, seating"
11161,"Which is wider, and thus has more [MASK], Sideboard or psyche
","flexibility, depth, space, room, complexity"
11162,"Which is wider, and thus has more [MASK], Sideboard or radiogram
","speakers, sound, flexibility, channels, tubes"
11163,"Which is wider, and thus has more [MASK], Sideboard or Rahle
","flexibility, seats, holes, seating, depth"
11164,"Which is wider, and thus has more [MASK], Sideboard or Screen
","seats, flexibility, seating, space, depth"
11165,"Which is wider, and thus has more [MASK], Sideboard or Screen
","seats, flexibility, seating, space, depth"
11166,"Which is wider, and thus has more [MASK], Sideboard or seat
","seats, seating, space, seat, flexibility"
11167,"Which is wider, and thus has more [MASK], Sideboard or Seating
","flexibility, seats, fins, seating, depth"
11168,"Which is wider, and thus has more [MASK], Sideboard or Secretary
","seats, flexibility, seating, space, depth"
11169,"Which is wider, and thus has more [MASK], Sideboard or Secretary-bookcase
","flexible, rounded, compact, shelves, folding"
11170,"Which is wider, and thus has more [MASK], Sideboard or Settee
","flexibility, seats, seating, space, decks"
11171,"Which is wider, and thus has more [MASK], Sideboard or shelf
","space, flexibility, seats, seating, room"
11172,"Which is wider, and thus has more [MASK], Sideboard or Sofa
","flexibility, seats, fins, seating, depth"
11173,"Which is wider, and thus has more [MASK], Sideboard or spalliera
","flexibility, seats, fins, seating, sails"
11174,"Which is wider, and thus has more [MASK], Sideboard or stand
","seats, seating, flexibility, space, room"
11175,"Which is wider, and thus has more [MASK], Sideboard or Stool
","flexibility, seats, fins, seating, decks"
11176,"Which is wider, and thus has more [MASK], Sideboard or Tủ
","flexibility, seats, seating, rounded, flexible"
11177,"Which is wider, and thus has more [MASK], Sideboard or Tête-à-tête
","flexibility, rounded, depth, narrow, seating"
11178,"Which is wider, and thus has more [MASK], Sideboard or table
","seating, seats, room, space, chairs"
11179,"Which is wider, and thus has more [MASK], Sideboard or Tapchan
","flexibility, seats, fins, options, decks"
11180,"Which is wider, and thus has more [MASK], Sideboard or Trapeza
","flexibility, seats, seating, depth, decks"
11181,"Which is wider, and thus has more [MASK], Sideboard or tripod
","seats, flexible, flexibility, tubes, seating"
11182,"Which is wider, and thus has more [MASK], Sideboard or Vitrina
","flexibility, depth, seats, seating, fins"
11183,"Which is wider, and thus has more [MASK], Sideboard or vitrine
","flexibility, fluid, foam, flexible, liquid"
11184,"Which is wider, and thus has more [MASK], Sideboard or Voyeuse
","flexibility, seats, seating, depth, fins"
11185,"Which is wider, and thus has more [MASK], Sideboard or Wardrobe
","flexibility, seats, seating, rounded, flexible"
11186,"Which is wider, and thus has more [MASK], Sideboard or washstand
","seats, seating, windows, toilet, toilets"
11187,"Which is wider, and thus has more [MASK], Sofa or Étagère
","curves, subdivisions, edges, pronounced, vowels"
11188,"Which is wider, and thus has more [MASK], Sofa or accoudoir
","vowels, edges, depth, width, flexibility"
11189,"Which is wider, and thus has more [MASK], Sofa or Andiron
","vowels, branches, edges, curves, vertices"
11190,"Which is wider, and thus has more [MASK], Sofa or Arca
","branches, vowels, consonants, edges, layers"
11191,"Which is wider, and thus has more [MASK], Sofa or arcaz
","edges, vowels, depth, branches, curves"
11192,"Which is wider, and thus has more [MASK], Sofa or Argolas
","bays, branches, inhabitants, vowels, streets"
11193,"Which is wider, and thus has more [MASK], Sofa or Armário
","subdivisions, inhabitants, branches, seats, streets"
11194,"Which is wider, and thus has more [MASK], Sofa or Armchair
","curves, seats, flexibility, edges, spaces"
11195,"Which is wider, and thus has more [MASK], Sofa or armrest
","wings, legs, claws, width, branches"
11196,"Which is wider, and thus has more [MASK], Sofa or Athénienne
","inhabitants, vowels, consonants, subdivisions, edges"
11197,"Which is wider, and thus has more [MASK], Sofa or Baú
","vowels, consonants, edges, curves, branches"
11198,"Which is wider, and thus has more [MASK], Sofa or bank
","branches, shops, stores, facilities, seats"
11199,"Which is wider, and thus has more [MASK], Sofa or bed
","beds, room, space, depth, spaces"
11200,"Which is wider, and thus has more [MASK], Sofa or bier
","edges, vowels, sides, consonants, layers"
11201,"Which is wider, and thus has more [MASK], Sofa or binder
","flexibility, flexible, edges, layers, fibers"
11202,"Which is wider, and thus has more [MASK], Sofa or bonnetière
","curves, rounded, width, skirts, sleeves"
11203,"Which is wider, and thus has more [MASK], Sofa or Bookcase
","rounded, edges, flexibility, curves, vowels"
11204,"Which is wider, and thus has more [MASK], Sofa or Cômoda
","vowels, branches, edges, consonants, depth"
11205,"Which is wider, and thus has more [MASK], Sofa or Cômoda-Lavatório
","subdivisions, branches, inhabitants, beaches, streets"
11206,"Which is wider, and thus has more [MASK], Sofa or Cabide
","flexibility, layers, edges, flexible, depth"
11207,"Which is wider, and thus has more [MASK], Sofa or Cabinet
","vowels, edges, depth, flexibility, curves"
11208,"Which is wider, and thus has more [MASK], Sofa or cabinet-library
","libraries, rooms, classrooms, library, spacious"
11209,"Which is wider, and thus has more [MASK], Sofa or cabinetry
","furniture, shops, rooms, departments, offices"
11210,"Which is wider, and thus has more [MASK], Sofa or Cabinet-vitrine
","soluble, α, potent, sodium, stable"
11211,"Which is wider, and thus has more [MASK], Sofa or Cama
","branches, vowels, consonants, inhabitants, tributaries"
11212,"Which is wider, and thus has more [MASK], Sofa or Candelabrum
","branches, horns, dimensions, edges, depth"
11213,"Which is wider, and thus has more [MASK], Sofa or Candlestick
","branches, curves, edges, flexibility, holes"
11214,"Which is wider, and thus has more [MASK], Sofa or Candlesticks
","rounded, holes, seats, flexible, rings"
11215,"Which is wider, and thus has more [MASK], Sofa or caning
","flexibility, vowels, depth, edges, consonants"
11216,"Which is wider, and thus has more [MASK], Sofa or canterbury
","branches, seats, bays, streets, vowels"
11217,"Which is wider, and thus has more [MASK], Sofa or Casket
","vowels, branches, depth, edges, consonants"
11218,"Which is wider, and thus has more [MASK], Sofa or Cellarette
","seats, rooms, bays, branches, shops"
11219,"Which is wider, and thus has more [MASK], Sofa or chair
","seats, seating, chairs, spaces, room"
11220,"Which is wider, and thus has more [MASK], Sofa or chest
","sides, rounded, width, pronounced, ribs"
11221,"Which is wider, and thus has more [MASK], Sofa or chesterfield
","seats, bays, sides, streets, branches"
11222,"Which is wider, and thus has more [MASK], Sofa or Chest-on-Chest
","pronounced, depth, branches, narrow, rounded"
11223,"Which is wider, and thus has more [MASK], Sofa or chifforobe
","branches, vowels, edges, consonants, varieties"
11224,"Which is wider, and thus has more [MASK], Sofa or chigaidana
","vowels, consonants, branches, curves, edges"
11225,"Which is wider, and thus has more [MASK], Sofa or Clock
","edges, vowels, curves, depth, dimensions"
11226,"Which is wider, and thus has more [MASK], Sofa or closet
","depth, edges, layers, spaces, flexibility"
11227,"Which is wider, and thus has more [MASK], Sofa or closet-showcase
","flexible, compact, flexibility, spacious, rooms"
11228,"Which is wider, and thus has more [MASK], Sofa or coffin
","edges, curves, layers, depth, dimensions"
11229,"Which is wider, and thus has more [MASK], Sofa or Cofre
","edges, vowels, subdivisions, branches, dimensions"
11230,"Which is wider, and thus has more [MASK], Sofa or Commode
","flexibility, depth, aperture, edges, diameter"
11231,"Which is wider, and thus has more [MASK], Sofa or conversadeira
","branches, subdivisions, seats, clubs, options"
11232,"Which is wider, and thus has more [MASK], Sofa or couch
","edges, layers, spaces, depth, seats"
11233,"Which is wider, and thus has more [MASK], Sofa or counter
","edges, depth, flexibility, curves, width"
11234,"Which is wider, and thus has more [MASK], Sofa or countertop
","rounded, squares, square, edges, flexibility"
11235,"Which is wider, and thus has more [MASK], Sofa or Cupboard
","flexibility, seats, depth, fins, rounded"
11236,"Which is wider, and thus has more [MASK], Sofa or desk
","spaces, curves, edges, depth, space"
11237,"Which is wider, and thus has more [MASK], Sofa or Dossel
","edges, vertices, dimensions, curves, symmetry"
11238,"Which is wider, and thus has more [MASK], Sofa or Dressers
","curves, seats, bays, branches, spaces"
11239,"Which is wider, and thus has more [MASK], Sofa or duchess
","seats, sisters, titles, variants, names"
11240,"Which is wider, and thus has more [MASK], Sofa or Enzi
","vowels, consonants, subdivisions, speakers, edges"
11241,"Which is wider, and thus has more [MASK], Sofa or Escrivaninha
","branches, inhabitants, beaches, depth, tributaries"
11242,"Which is wider, and thus has more [MASK], Sofa or Estalo
","bays, inhabitants, depth, subdivisions, vowels"
11243,"Which is wider, and thus has more [MASK], Sofa or Estante
","edges, vowels, dimensions, branches, curves"
11244,"Which is wider, and thus has more [MASK], Sofa or Estrado
","inhabitants, subdivisions, branches, bays, seats"
11245,"Which is wider, and thus has more [MASK], Sofa or Faux-palier
","curves, edges, dimensions, squares, sides"
11246,"Which is wider, and thus has more [MASK], Sofa or footstool
","flexibility, depth, pronounced, space, layers"
11247,"Which is wider, and thus has more [MASK], Sofa or Four
","edges, vowels, curves, depth, dimensions"
11248,"Which is wider, and thus has more [MASK], Sofa or futon
","rounded, vowels, seats, consonants, branches"
11249,"Which is wider, and thus has more [MASK], Sofa or haberdasher
","edges, layers, vowels, flexibility, consonants"
11250,"Which is wider, and thus has more [MASK], Sofa or hanger
","flexibility, space, seats, spaces, room"
11251,"Which is wider, and thus has more [MASK], Sofa or Hatstand
","edges, curves, layers, depth, vowels"
11252,"Which is wider, and thus has more [MASK], Sofa or headrest
","rounded, fur, frontal, hair, fins"
11253,"Which is wider, and thus has more [MASK], Sofa or Highboy
","edges, curves, vowels, branches, width"
11254,"Which is wider, and thus has more [MASK], Sofa or hutch
","branches, holes, rooms, trees, depth"
11255,"Which is wider, and thus has more [MASK], Sofa or icebox
","flexibility, foam, layers, room, water"
11256,"Which is wider, and thus has more [MASK], Sofa or Kari
","vowels, consonants, branches, inhabitants, tributaries"
11257,"Which is wider, and thus has more [MASK], Sofa or kast
","vowels, consonants, edges, depth, layers"
11258,"Which is wider, and thus has more [MASK], Sofa or Lamp
","edges, layers, depth, nodes, vowels"
11259,"Which is wider, and thus has more [MASK], Sofa or lamp
","light, aperture, depth, edges, diameter"
11260,"Which is wider, and thus has more [MASK], Sofa or lectern
","seats, windows, columns, spaces, seating"
